,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,description_missing,location_unknown,language_missing,description_length,description_word_count,description_mention_count,description_hashtag_count,description_digit_count,description_exclamation_count,screen_name_length,screen_name_digit_count,screen_name_underscore_count,true_label,screen_name,twitter_id
24448,0,0,809,518691,241,1,24311,1,5.52,4404,0,0,0,100,11,1,2,0,0,9,0,0,human,Jillzarin,15637594
9562,1,0,9750,229,318,1,1321,0,0.526,2510,0,0,0,21,5,0,0,0,0,15,0,1,human,Francis_Compean,701564729
31748,0,0,6375,2996510,3687,1,3555,1,0.843,4216,1,0,1,0,0,0,0,0,0,11,0,0,human,JakeTAustin,19882775
8495,0,0,613,21,55,1,910,0,0.263,3457,1,0,1,0,0,0,0,0,0,7,2,0,human,index40,259844552
8973,1,0,222,7,0,0,31,0,0.018,1755,0,1,0,47,7,0,0,2,0,9,0,2,bot,naedine__,4070635240
30078,1,0,11403,405,312,1,3531,0,1.983,1781,0,1,0,6,1,0,0,0,0,12,4,0,human,josehern3543,3858124103
33078,0,0,15923,243,260,1,22698,0,8.901,2550,0,0,0,51,9,0,0,2,0,10,2,0,human,bholiday31,1700536627
18352,1,0,6,29,130,0,16,0,0.022,729,0,0,0,145,19,0,0,0,1,11,0,0,human,BearlesqueO,1031717026589548544
13918,1,1,19,3,0,0,16,0,0.009,1746,1,1,1,0,0,0,0,0,0,12,0,0,bot,LorriesYeung,4162420633
34780,1,0,15671,49,247,1,1831,0,0.87,2104,1,1,1,0,0,0,0,0,0,13,0,0,human,MidgeMcFadden,2877535672
32641,0,0,1572,1895706,1539,0,14825,1,4.553,3256,0,0,0,65,11,0,0,2,0,14,0,0,human,JeanLucLemoine,376666863
27339,0,0,2340,454,320,0,12401,0,3.214,3859,0,1,0,4,1,0,1,0,0,6,0,0,bot,ZaiSpr,108194732
36594,0,0,2032,26,0,0,929,0,0.218,4267,1,0,1,0,0,0,0,0,0,13,0,0,human,Icygumbottoms,18081572
16277,0,0,2099,849,336,1,5333,0,1.18,4520,0,0,0,65,7,0,0,10,0,13,0,0,bot,susanbarnette,14299028
13269,0,0,1729,583,483,0,33292,0,7.515,4430,0,0,0,30,5,0,0,0,0,15,0,0,human,AncapolitanMonk,15297995
28406,1,0,140,268,716,1,494,0,0.18,2740,0,0,0,101,19,0,0,0,0,12,0,0,human,JuliaHeitner,1186138200
26814,1,0,51,20,10,0,42,0,0.012,3553,1,1,1,0,0,0,0,0,0,9,1,1,bot,steven_r1,220126587
21742,0,0,2725,191,210,1,7671,0,2.491,3080,0,0,0,157,28,0,0,0,0,12,2,0,human,jessgarfer98,523653988
23712,1,0,23128,340,329,1,19471,0,7.29,2671,0,1,0,51,11,0,0,0,0,14,0,2,bot,Carlos_Jaguar_,1383499987
20984,1,0,19161,3453,2226,1,10012,0,2.424,4131,0,0,0,130,19,3,0,0,0,10,0,0,human,ericwobser,35798732
16665,0,0,2266,457,110,1,5632,0,2.159,2609,0,0,0,151,31,2,1,7,0,13,0,0,human,GulushThreads,1551747528
34225,0,0,61812,1858,2414,0,11786,0,3.878,3039,0,0,0,158,22,0,2,0,0,12,0,0,human,LeeProctorUS,561751525
22817,0,0,221,27844,62064,1,2651,0,0.723,3666,0,0,0,144,19,0,0,0,0,15,0,0,bot,iMMadameDuchess,175009946
37327,1,0,11,1017,4,0,21,0,0.006,3284,1,1,1,0,0,0,0,0,0,8,2,0,bot,Andr10xa,359922994
21969,1,0,2254,94,138,0,3145,0,1.018,3089,1,1,1,0,0,0,0,0,0,10,3,0,bot,Princej209,515267083
6066,1,0,149,12,19,0,20,0,0.005,3827,1,1,1,0,0,0,0,0,0,7,2,0,bot,Cesca11,117483874
1045,0,0,8330,359214,59,1,2985,1,1.45,2058,0,0,0,12,2,0,0,0,0,9,0,1,human,paro_nair,2952010610
743,0,0,3129,21,157,0,619,0,0.245,2531,1,0,1,0,0,0,0,0,0,9,4,0,bot,helio3008,1862538146
14308,1,0,1,172,1,0,15630,0,21.799,717,0,0,0,142,19,0,0,2,0,14,0,0,bot,AdventureNames,1036049576271081472
26744,0,0,19280,412744,1438,1,47788,0,15.19,3146,0,0,0,153,21,0,1,8,0,15,0,0,human,YoCarlosOficial,457890654
33382,1,0,1021,176,241,1,617,0,0.683,904,0,0,0,139,21,0,2,4,0,13,0,0,human,BlueHenRegina,968156160930074624
9812,0,0,18876,760,1066,0,77619,0,19.01,4083,0,0,0,109,18,0,0,0,0,11,0,0,human,blvckyuppie,47255034
26710,1,0,2121,873,2477,0,1923,0,1.506,1277,0,0,0,79,14,0,0,0,0,13,0,1,human,toney_darnell,833082541741580288
26604,1,1,0,23,72,0,1496,0,0.359,4162,1,1,1,0,0,0,0,0,0,10,0,0,bot,amibennett,27187128
13138,1,0,15153,121,372,0,4824,0,3.277,1472,0,0,0,65,9,0,2,0,0,11,4,0,human,Rosalie8710,762414320827244544
19790,0,0,10285,1040,68,1,128351,0,31.078,4130,0,0,0,28,4,1,0,0,0,14,0,0,human,lottaDELICIOUS,36314280
6598,0,0,8836,1168860,2020,0,15900,1,3.532,4502,0,0,0,125,20,0,4,4,0,14,0,0,human,thelittleidiot,14464766
32147,1,0,656,29,0,0,114,0,0.046,2461,0,1,0,73,8,0,0,1,0,11,0,0,bot,NaxitoSebaa,2209312166
24148,0,0,964,630335,120,1,7932,1,2.376,3339,0,1,0,51,7,0,0,6,0,10,0,0,human,hinachimuu,326014206
23680,0,0,43,44,2,0,6619,0,7.917,836,0,0,0,117,18,0,0,1,0,11,0,0,bot,ShowdownBot,992820451524075520
32359,1,0,2330,217,226,0,3525,0,1.584,2225,0,0,0,24,4,0,0,0,0,11,0,1,bot,_INeedMunny,2651550588
1230,1,0,2013,51,635,0,347,0,0.153,2270,1,1,1,0,0,0,0,0,0,14,0,0,human,CherilynnCheri,2540707927
2858,0,0,4035,417,424,1,4919,0,1.622,3033,0,1,0,49,10,0,0,0,0,14,0,0,human,xXEmmaBarberXx,566513150
3243,0,0,16269,487,210,1,52038,0,17.334,3002,1,0,1,0,0,0,0,0,0,10,0,0,human,vongkayayy,595089709
25659,0,0,3188,31979,5847,1,2711,0,0.821,3301,0,0,0,87,11,1,0,0,0,12,0,0,human,illustratori,349355508
11795,0,0,39987,509,335,1,5743,0,2.103,2731,0,0,0,25,4,0,0,0,0,10,0,1,human,diaz_tiina,1219052442
22791,0,0,3226,185570,570,1,25771,1,6.145,4194,0,0,0,84,7,1,0,2,0,15,0,0,human,JessicaBurciaga,21655507
6049,0,0,3891,439,900,0,27268,0,6.909,3947,0,1,0,93,14,0,0,0,2,12,0,0,human,DaOneTooSree,86026453
19677,1,0,65511,817,2096,0,21892,0,9.773,2240,0,0,0,35,4,0,0,0,0,9,1,0,human,Hall8Jack,2598246906
24627,1,0,646,187,392,0,1122,0,0.457,2454,0,1,0,60,10,0,0,1,0,12,0,0,human,DarthExecute,2222629266
9182,0,0,1314,35,74,1,2295,0,0.636,3609,0,0,1,6,1,0,0,0,0,12,0,1,human,Cloris_Paris,197721210
13572,0,0,5356,104472,6352,1,62448,0,14.721,4242,0,0,0,59,12,0,0,0,0,13,0,0,bot,BabbleEditors,18708066
16419,0,0,3349,2685,413,1,19025,1,5.092,3736,0,1,0,32,6,0,0,0,0,10,0,0,human,ZakEbrahim,149013351
14803,0,0,258,296993,0,1,72616,0,17.89,4059,0,0,0,42,7,0,0,0,1,9,0,0,human,Aritulang,55154839
5858,1,0,2615,10,136,0,270,0,0.242,1117,1,0,1,0,0,0,0,0,0,13,1,0,human,ItsMyTime2Liv,891014190000996352
3451,1,0,127,0,0,0,252,0,0.225,1118,0,1,0,32,6,0,0,0,0,15,1,0,human,svctpzzoraaszg1,890685368579878912
9435,0,0,3236,485,307,1,24756,0,6.641,3728,0,0,0,26,7,0,0,0,0,12,0,0,bot,ccastrojoana,152110020
17944,0,0,2319,1846,3549,1,10897,0,2.677,4071,0,0,0,140,17,1,3,4,0,9,0,0,human,jimbosuff,51244032
22352,1,0,1155,6,45,0,1611,0,1.244,1295,0,0,0,67,8,1,0,0,0,12,2,1,bot,richard_hu04,826467387314561024
30532,1,0,1329,7,21,0,1328,0,0.918,1446,0,1,0,12,2,0,0,0,0,15,0,1,bot,avrora_kulakova,771923209323159554
30058,0,0,9912,140991,2371,0,26912,0,7.297,3688,0,0,0,92,12,0,1,0,0,11,0,0,human,LaVeroGomez,166671460
22183,1,0,1698,247,3694,0,3906,0,1.687,2316,0,0,0,150,25,0,2,2,0,15,2,0,human,iTsDaPriNceSs26,2447794064
5174,1,0,752,68,153,0,11,0,0.007,1668,1,1,1,0,0,0,0,0,0,14,0,0,human,CharlsonSierra,4810641312
15897,0,0,153,1235014,224,0,2330,1,0.667,3491,0,0,0,70,11,0,0,0,0,10,0,0,human,LisaKudrow,243905905
15981,0,0,575,19,1818,0,2369,0,0.73,3243,1,0,1,0,0,0,0,0,0,11,0,0,human,jeanniedeec,384153483
5819,1,0,749,366,943,1,1710,0,0.509,3360,0,0,0,52,12,0,0,0,0,10,0,1,human,natcobb_SC,313041437
33217,1,0,6918,40,82,0,1769,0,1.348,1312,0,0,0,113,17,0,0,0,0,13,0,0,human,MadRoseHatter,820307808772116482
7189,1,0,1937,18,0,0,2642,0,0.778,3398,0,1,0,74,9,0,9,0,0,9,0,0,bot,emynezamy,291030428
10265,0,0,497,149,612,1,728,0,0.582,1250,0,0,0,104,17,0,0,2,2,7,2,1,human,bobi_38,843000526015008768
22063,0,0,5649,1115301,5083,1,18019,1,4.455,4045,0,1,0,38,7,0,0,0,0,8,0,0,human,likemike,59399268
28632,1,0,3615,1261,1360,1,1890,0,0.555,3403,0,0,0,98,17,1,0,0,0,15,0,0,human,JenGlazeGregory,288034494
36074,1,0,70,1,0,0,155,0,0.107,1445,0,1,0,97,12,0,0,3,0,15,0,1,human,tawanna_jenkins,772184270349697024
2464,1,0,90,194,0,1,517,0,0.161,3210,0,0,0,55,11,0,0,0,0,9,3,0,human,albadr620,405029575
7517,0,0,705,576,376,1,2615,0,0.638,4097,0,0,0,157,20,0,0,0,0,8,0,0,human,CNBarber,43840000
24844,1,0,11003,251,761,1,1576,0,0.52,3033,0,0,0,152,23,3,1,1,0,6,3,0,human,sje002,566929220
28704,1,0,207,7,0,0,34,0,0.009,3731,0,1,0,40,5,0,0,1,0,12,0,0,bot,Hartmanrique,150671488
15737,1,0,43,73,88,0,66,0,0.091,727,0,0,0,144,28,2,0,0,0,12,1,0,human,BellaSmella4,1032406876938534912
33293,1,0,68,0,0,0,163,0,0.113,1445,0,1,0,78,17,0,0,0,0,10,0,1,human,Dds_Techno,772298216494608385
22646,1,0,1472,0,0,0,1498,0,0.521,2875,0,0,0,78,16,0,0,0,0,15,4,0,bot,robeniaro59r33x,862612452
29648,0,0,794,91,0,0,1262,0,0.33,3819,0,1,0,1,1,0,0,0,0,11,4,0,bot,stevenh4427,120269112
24950,0,0,42223,1095,1030,1,10070,0,2.42,4162,0,0,0,123,17,0,4,0,0,8,2,0,human,Whanna73,27175575
2385,1,0,19,4365,5320,0,126,0,0.056,2235,0,1,0,73,14,0,0,0,0,15,0,0,bot,GetGymMotivated,2607825048
30,1,0,6184,704,598,0,5675,0,2.286,2483,0,1,0,89,17,0,0,0,0,10,0,0,human,TheOnlyMsV,2166882457
7452,0,0,4764,502986,5971,1,25858,1,7.641,3384,0,0,0,75,9,0,0,11,0,11,0,0,human,NicoleBahls,298634564
22928,1,0,2433,9,0,1,3287,0,1.108,2967,1,1,1,0,0,0,0,0,0,13,0,0,bot,annaliesemack,626684838
8969,0,0,705,10,22,0,607,0,0.146,4160,0,0,1,21,5,0,0,2,0,15,0,0,human,rochellelouisee,27588309
1287,0,0,3484,109,583,1,5043,0,1.31,3849,0,0,0,83,17,0,0,0,0,12,2,0,human,kimmiekubs77,111157725
28228,1,0,123,9,0,0,41,0,0.013,3160,1,1,1,0,0,0,0,0,0,8,0,1,bot,cl_ilona,445580208
13808,1,0,467,178,206,0,6290,0,3.073,2047,0,0,0,45,10,0,0,0,0,13,0,0,bot,BaloyiNnamani,2971761881
24802,0,0,7753,98,244,0,8241,0,8.9,926,0,0,1,15,2,0,0,0,0,12,0,0,human,givelanceabf,960340018513498113
21710,0,0,6544,1653931,94,1,18490,1,4.269,4331,0,0,0,124,17,0,1,0,0,15,0,0,human,JillianMichaels,16667262
33291,1,0,766,121,108,1,1334,0,0.319,4180,0,0,0,14,3,0,0,0,0,6,3,0,human,att430,23563415
19242,0,0,71759,631831,12438,1,59019,1,15.823,3730,0,0,0,67,10,0,0,0,0,13,0,0,human,TitusONeilWWE,151129779
7524,0,0,5462,8619533,665,0,879,1,0.338,2599,0,0,0,90,10,1,0,0,0,14,0,0,human,OfficialHenedy,1575800623
35238,0,0,132,576097,141423,1,6246,1,1.476,4231,0,0,0,91,5,0,0,4,0,10,0,1,human,Jerry_Remy,19120850
3210,0,0,1,73054,83,0,882,0,0.257,3438,0,0,0,8,1,0,0,0,0,12,0,0,human,IgorChapurin,269768722
34559,0,0,4732,81,253,1,7963,0,2.167,3675,0,0,0,99,12,0,1,0,0,11,0,0,human,electrolinz,171683573
9970,0,0,13,212,0,1,7782,0,2.265,3436,0,1,0,35,7,0,0,6,0,11,0,0,human,tebehidayat,270865137
1376,0,0,4085,285,903,1,3811,0,1.085,3512,0,0,0,146,27,0,0,2,0,10,0,0,human,TreyCalico,234890425
5993,1,0,2397,11,0,0,3575,0,1.05,3406,0,0,0,20,6,0,0,4,0,10,3,0,bot,loser171cm,286566250
7602,0,0,495,4977,132,0,3648,1,0.955,3819,1,0,1,0,0,0,0,0,0,7,0,1,human,h_marks,120115704
8047,0,0,1475,12,12,0,2131,0,0.491,4338,1,0,1,0,0,0,0,0,0,13,0,0,bot,maryemcdevitt,16571774
28837,0,0,1736,18,531,0,2573,0,0.71,3624,1,0,1,0,0,0,0,0,0,10,2,0,bot,bwhitman26,191566881
21685,0,0,12042,314668,1011,1,31680,1,7.381,4292,0,0,0,140,19,1,0,2,0,9,0,0,human,toddbarry,17453527
24832,0,0,13885,903540,635,0,5288,1,1.89,2798,0,0,0,156,26,1,2,14,0,14,0,0,human,ParwazOfficial,1024632600
25610,1,0,227,42,196,0,49,0,0.017,2844,0,0,0,52,8,0,0,3,0,15,0,0,bot,LorraineThelian,925809727
2813,0,0,21773,866,1787,1,12237,0,2.862,4276,0,0,0,13,2,0,0,0,0,14,0,0,human,mrcraigbeckett,17845482
29494,1,0,83,160,69,1,1226,0,0.38,3230,0,0,0,74,14,0,0,0,0,11,0,0,human,NormOfstead,391849200
18592,0,0,1356,19,0,0,1980,0,0.522,3791,0,0,0,24,4,0,0,0,0,7,0,0,bot,Heebird,129105393
220,1,0,1332,15,28,0,1332,0,0.91,1463,0,1,0,14,4,0,0,2,0,15,1,0,bot,venedimnikolae2,765659108854857729
34051,1,0,408,2927895,178,0,1888,1,0.646,2924,0,0,0,135,17,0,0,2,0,6,0,0,human,Hegazi,761503952
28005,1,0,585,23,0,0,112,0,0.038,2974,0,1,0,66,9,0,0,3,0,10,0,0,bot,KHEIRADIFF,620953038
19457,1,0,0,670,618,0,1535,0,1.554,988,0,0,0,154,32,0,0,0,0,11,7,0,bot,fire9366128,937681675512942592
10760,0,0,2857,108,599,0,2940,0,1.009,2913,0,0,0,91,12,1,0,0,0,12,0,0,bot,bcmartinpoet,784934954
25614,1,0,74964,489,1867,1,21395,0,7.091,3017,0,1,0,96,15,0,0,0,0,10,0,0,human,CatBrodeur,581352547
11335,0,0,47412,2087,878,1,28276,0,8.605,3286,0,0,0,160,26,0,0,20,0,12,0,0,human,auggiemartin,359217127
23746,0,0,47778,991,877,1,84549,0,24.116,3506,0,0,0,54,10,0,0,0,0,9,0,0,human,kilobyyte,237406656
2898,0,0,2098,11,60,0,2962,0,0.847,3495,0,1,0,29,6,0,0,0,0,11,0,0,bot,BarbiieyFee,241979211
8346,0,0,9842,1105,0,0,37462,0,12.677,2955,1,0,1,0,0,0,0,0,0,9,0,0,human,kurtstana,700769826
1336,1,0,769,5,57,1,1225,0,0.288,4255,1,0,1,0,0,0,0,0,0,11,7,1,bot,rob808_2002,18359142
13747,1,0,3704,103,389,0,1878,0,1.51,1244,0,0,0,30,7,0,0,0,0,13,0,0,human,VichyStiglitz,845141999372058624
27861,1,0,47,7,20,0,11,0,0.017,651,1,1,1,0,0,0,0,0,0,13,0,1,human,drayton_baker,1059914598919389185
155,1,0,990,20,135,0,1177,0,0.285,4137,0,0,0,20,3,0,0,0,1,10,2,0,bot,Genobaby05,34079698
37314,1,0,158,22,362,0,53,0,0.031,1724,1,1,1,0,0,0,0,0,0,9,0,0,bot,jakkadoos,4319870175
19721,0,0,355,295182,9,0,6654,0,2.892,2301,0,1,1,2,1,0,0,0,0,7,0,1,human,BTS_ABS,2472738966
27220,0,1,8589,1050,2426,0,112938,0,34.474,3276,0,1,0,159,25,0,0,0,0,15,0,0,human,GlobalNewsDepot,364832982
8308,0,0,130,173691,109,0,44770,1,10.632,4211,0,1,0,141,19,0,0,3,0,8,0,0,human,FOREXcom,20243744
11525,1,0,60,1,0,0,13,0,0.005,2475,0,1,0,41,5,0,0,2,0,10,2,0,bot,Face26Hugo,2174303428
16873,1,0,1331,14,18,0,1331,0,0.91,1462,0,1,0,157,20,0,0,0,0,14,1,0,bot,shashkovfedor3,765904081697243136
14114,0,0,235,18458,121,1,11862,0,4.075,2911,0,1,0,44,6,0,0,0,0,8,0,0,bot,IntPicks,791250175
36998,0,0,5185,784115,2541,1,10187,1,2.702,3770,0,0,0,134,11,1,0,5,0,14,0,0,human,VickieGuerrero,136311777
15586,1,0,19051,360590,1960,1,21850,0,6.807,3210,0,1,0,144,20,2,1,2,0,10,0,0,human,concitadeg,405384428
3285,0,0,915,308,23,0,1650,0,0.859,1921,0,0,0,72,10,0,0,0,2,11,3,0,human,good777mood,3264502341
18506,0,0,627,347,329,1,1175,0,0.277,4241,0,0,0,139,17,0,4,0,0,9,0,0,human,elliebaba,18742192
25797,0,0,335,21,1956,1,444,0,0.137,3231,0,0,0,11,2,0,0,0,0,8,0,0,bot,KingyDKZ,391299498
28595,0,0,1272,516,889,1,1352,0,0.398,3393,0,0,0,155,20,1,2,4,0,12,2,0,human,kristyerin10,293801417
1133,1,0,115,11,0,0,20,0,0.006,3351,0,0,0,57,8,0,0,0,1,9,0,0,bot,ytaloyuri,318512526
15842,1,0,1683,748,1166,1,45307,0,14.634,3096,0,0,0,88,18,0,0,0,0,9,6,0,bot,ban262003,505000901
29366,0,0,778,22444,403,0,29412,0,7.043,4176,1,1,1,0,0,0,0,0,0,10,0,0,human,MsDeCordon,24322371
29196,1,0,12,2,0,0,125,0,0.108,1155,1,1,1,0,0,0,0,0,0,13,4,0,bot,ultoqsnun1564,877308825807749120
10135,1,0,11668,339,471,1,5584,0,3.889,1436,1,0,1,0,0,0,0,0,0,14,3,0,human,LopezFreddy832,775490193935699968
26981,1,0,932,60,362,0,678,0,0.4,1694,1,0,1,0,0,0,0,0,0,13,2,0,human,scottishRED75,4675527156
14860,1,0,1169,956,1119,1,1054,0,1.282,822,0,0,0,119,16,2,0,2,2,11,0,1,human,Half_Packed,997960749573124096
13043,1,0,46579,672,869,0,10998,0,6.789,1620,0,1,0,77,14,0,1,1,1,13,2,0,human,TheDiplomat13,708858272615428100
13579,0,0,494,239,977,1,140,0,0.042,3346,0,0,0,66,11,0,0,0,0,11,0,0,bot,AndreasAnfr,321746576
21972,0,0,353,19557,11778,1,38663,0,9.205,4200,0,0,0,157,19,0,1,0,0,14,0,0,bot,Jazzevangelist,21125645
34238,1,0,58,1,0,0,15,0,0.013,1125,0,1,0,47,6,0,0,1,0,7,1,0,bot,VicDin5,888334881662619648
24386,1,0,2110,11,100,0,842,0,0.723,1165,0,1,0,28,6,0,0,0,2,8,2,0,human,03Nubian,873561533116280832
49,0,0,253,317,413,1,3110,0,1.498,2076,0,0,0,58,12,0,0,0,0,10,2,0,bot,TinoVale23,2918711542
37374,0,0,2604,274386,274,1,187166,1,45.013,4158,0,0,0,112,15,0,0,0,0,11,0,0,human,GreatDismal,28049003
7456,1,0,75,6,62,0,0,0,0.0,1680,0,1,0,16,1,0,0,0,0,10,0,0,bot,annaauauau,4790209882
7758,1,0,1631,3,8,0,2165,0,0.877,2470,1,1,1,0,0,0,0,0,0,9,0,0,bot,DmhtcHill,2193413618
35834,0,0,5373,122400,267,1,9951,1,3.062,3250,0,1,0,68,11,0,0,17,0,8,0,1,human,_TiannaG,380097285
10801,1,0,1331,11,32,0,1336,0,0.924,1446,0,1,0,43,7,0,0,0,0,15,0,0,bot,AkhilliyLobanov,771942158970552320
21609,1,0,26206,795,4300,0,716,0,0.739,969,0,1,0,92,8,1,1,17,0,11,2,0,bot,MarteizJr53,944633389814083584
8571,0,0,1843,6156,2336,1,16584,1,4.031,4114,0,0,0,122,17,4,0,0,0,10,0,0,human,ericweddle,40168326
14381,1,0,531,9,406,1,710,0,0.287,2472,0,1,0,36,8,0,0,0,0,11,2,0,bot,kingkirby32,2189266082
18572,0,0,1403,1044,297,1,9637,0,2.942,3276,0,1,0,94,15,1,0,0,0,8,1,0,human,3mrKawji,365297032
28820,0,0,148,91,322,1,3129,0,0.772,4055,0,0,0,14,2,0,0,0,0,8,3,0,human,Pally101,56155178
17756,1,0,2021,16,58,0,2451,0,0.788,3112,1,1,1,0,0,0,0,0,0,12,2,0,bot,Keith14stone,488761221
28719,1,0,2213,32,0,0,2960,0,1.058,2797,0,1,0,58,10,0,0,0,0,14,2,0,bot,bennettjames92,1028067572
30298,0,0,1043,258,34,1,2278,0,0.867,2627,0,1,0,125,18,0,0,1,1,8,0,0,human,reepblue,1497578232
3019,0,0,4473,45,243,1,5398,0,1.294,4171,0,1,0,28,6,0,0,0,0,10,0,0,human,mellaymomo,25186933
22229,0,0,36,724,77,1,41952,0,13.293,3156,0,1,0,79,15,0,0,0,0,11,2,0,bot,3roOpal5aja,449470627
3896,0,0,4750,207570,6538,0,23041,1,5.541,4158,0,0,0,168,30,0,0,4,0,3,2,0,human,D66,28076891
21435,1,0,103543,532,990,1,16262,0,9.989,1628,0,0,0,14,2,0,0,0,0,12,0,0,human,fuckingindio,706014521878519808
25153,0,0,2648,1518260,221,1,1899,1,0.994,1911,0,0,0,160,12,0,0,6,0,13,1,0,human,YutoNagatomo5,3227955138
21787,1,0,1015,15,29,1,1497,0,0.438,3420,0,0,0,20,1,0,0,0,0,11,0,0,bot,lazzzzyYimX,279073978
591,0,0,26801,110387,47896,0,214418,0,51.37,4174,0,0,0,150,16,0,4,4,0,13,0,0,bot,BlueWaterDays,24645354
24622,0,0,10753,32347,1846,1,105115,1,23.087,4553,0,0,0,118,17,0,0,0,0,7,0,0,human,dceiver,14066024
23741,0,0,414,66,80,1,1991,0,1.592,1251,0,0,0,105,15,0,0,0,1,12,0,0,human,bardwellfarm,842366015455526912
36205,0,0,1079,22,0,0,1686,0,0.669,2522,0,1,0,32,5,0,0,0,0,15,0,1,bot,Charleigh_Labbe,1895029956
32391,1,0,1514,7,0,0,2189,0,1.35,1621,1,1,1,0,0,0,0,0,0,10,4,0,bot,leecha1987,708483821834899458
27407,0,0,2609,126,358,0,5564,0,1.568,3548,1,0,1,0,0,0,0,0,0,5,2,0,bot,kHn21,221965672
21604,1,0,3161,1958988,524,1,16499,1,4.568,3612,0,1,0,67,6,2,0,2,0,10,2,0,human,flintoff11,196235064
2602,1,0,227,17,276,0,800,0,0.205,3904,1,1,1,0,0,0,0,0,0,10,0,0,human,PAOLOBATTA,95962853
21395,1,0,1040,7,0,1,1592,0,1.214,1311,0,0,0,40,9,0,0,0,1,13,2,0,bot,JackSantoro12,820685256751742977
28251,0,0,18135,1013,3072,1,29437,0,8.848,3327,0,0,0,18,4,0,0,0,0,14,0,1,human,kayliana_proto,332858458
21520,1,0,75,1,0,0,110,0,0.099,1108,0,1,0,36,6,0,0,0,0,15,1,0,human,pzmouknradhpdg1,894375539938439170
27708,0,0,10363,1905,565,0,44386,0,9.079,4889,0,1,0,55,9,0,0,0,0,6,0,0,human,ZackRI,3077621
27922,0,0,7957,466911,524,0,15729,1,4.989,3153,0,1,0,39,6,0,0,0,0,11,0,0,human,GhoshAmitav,451869617
1156,1,0,203,4,55,0,26,0,0.01,2661,0,1,0,52,8,0,0,1,0,5,0,0,bot,unzhe,1407458851
34495,1,0,163,5,69,0,0,0,0.0,3284,0,1,1,1,1,0,0,0,0,8,2,0,bot,viitii08,360426824
14213,0,0,646,3055674,2898,0,16254,1,4.286,3792,0,1,1,34,2,1,0,0,0,15,0,0,human,gerardoortiznet,128813009
19344,1,0,1,80,2,0,2439,0,2.794,873,0,0,0,125,20,2,0,6,0,15,0,1,bot,ArtConnoisseur_,979332714779291650
5028,0,0,1180,5771,164,0,2993,0,1.332,2247,0,0,0,20,2,1,0,0,0,13,0,0,human,BHamptonStyle,2586872695
18841,0,0,4834,663042,1446,1,9906,1,2.366,4186,0,0,0,84,8,0,1,2,0,8,0,0,human,UnaHealy,22676703
14733,0,0,15822,1254707,13073,1,33725,1,7.615,4429,0,0,0,25,4,0,0,0,0,9,0,0,human,emmerdale,15308443
24604,1,0,1177,46,208,0,1756,0,0.599,2934,1,1,1,0,0,0,0,0,0,12,0,1,bot,wertz_johnny,742039777
30855,0,0,2230,227,423,1,5825,0,2.294,2539,0,0,0,118,21,1,0,2,1,13,4,0,human,BriKeegan4585,1733511596
8950,0,0,30,26831,5370,0,2105,0,0.52,4047,0,1,0,160,7,0,0,5,0,13,0,0,human,damiendematra,58521139
13314,0,0,3265,265,0,0,7193,0,2.291,3140,0,0,0,37,6,0,0,0,0,11,1,0,bot,zaynagault1,463564534
35031,0,0,423,38,1204,0,1558,0,0.37,4212,0,0,0,28,4,0,0,0,0,12,0,0,human,edwardhanley,20167857
1712,1,0,1092,20,94,0,1587,0,0.765,2074,1,1,1,0,0,0,0,0,0,10,1,0,bot,BudMiller9,2929995348
3439,0,0,231,130,128,1,7750,0,2.287,3389,0,1,0,22,5,0,0,0,0,11,0,0,human,pimpishkEnt,295722548
29495,1,0,9873,3097,350,1,101700,0,34.185,2975,0,0,0,31,6,0,0,3,0,10,0,2,human,birdseye__,619390202
14806,1,0,1093,6,3,0,1549,0,0.43,3600,1,0,1,0,0,0,0,0,0,7,0,0,bot,zoracxy,201169089
11285,0,0,4062,208,1037,1,6118,0,2.155,2839,0,0,0,33,6,0,0,0,0,11,2,1,human,0_0stardust,938292907
213,0,0,21,8,91,0,26,0,0.029,901,0,0,0,113,17,0,0,0,1,11,0,0,human,VeiledComic,969324483185119232
9132,0,0,19582,72,144,0,3438,0,1.21,2842,0,0,0,153,20,0,0,0,0,11,1,2,human,9_of_Swords,930937674
27245,1,0,1943,21,57,0,1585,0,0.764,2074,1,0,1,0,0,0,0,0,0,9,2,0,bot,bartho15j,2930436481
8170,1,0,984,1,0,0,151,0,0.062,2447,0,1,0,61,8,0,0,0,0,14,0,0,bot,LjeskovicaAdem,2210717920
2410,0,0,11061,24073,1897,0,44619,1,9.338,4778,0,0,0,157,21,0,0,0,0,13,0,0,human,jamesurquhart,7618952
21919,0,0,427,615,804,1,3521,0,0.773,4557,0,0,1,23,1,0,0,3,0,9,3,0,bot,Robert080,14046314
8491,0,0,8768,99,103,1,4598,0,3.24,1419,0,0,0,21,4,0,0,0,0,10,0,0,human,matteoswzy,781531825835507712
12991,1,0,0,48,1,0,6314,0,3.166,1994,0,0,0,88,13,1,0,0,0,15,0,0,human,NewSeniorLiving,3061671511
2476,1,0,1683,749,775,1,3300,0,2.78,1187,0,0,0,69,10,1,2,0,0,8,0,0,human,TeamDean,865713914134183936
